id,用户6380665137,0,15,1
id,用户eium1iebz7 男/北京         ,21,412,23
id,用户6394385348 男/四川         ,0,60,1
id,用户5355015177 女/河南         ,16,150,23
id,外星人的草根 女/其他         ,24,188,25
id,逆光夏花花 女/浙江         ,99,217,29
id,在大时代过小日子8 女/江苏         ,64,376,133
id,用户6388283644 男/其他         ,0,57,1
id,小冰很困,11834,883,215
id,尉迟松泥 女/福建         ,166,2275,144
id,用户6394309614 男/其他         ,0,60,1
id,樱花树下等雨,204,121,50
id,鄙人梦醒时分65012 男/其他         ,0,58,1
id,长歌天未名,42,45,1
id,简某_ 男/广东         ,2,34,11
id,xdjus1993 男/重庆         ,3,58,44
id,用户6372058718,12,10,1
id,AAA周少,28,34,10
id,用户6112248456,1,3,5
id,信风的风筝 男/其他         ,0,59,1
id,用户6382809319 男/其他         ,0,77,4
id,安吉宝贝,1123,68,316
id,虎蛋蛋公主殿下,2,131,24
id,剑仙一清 女/浙江         ,484,205,129
id,怪兽不走 女/其他         ,395,192,114
id,M土豆猫 女/山西         ,207,329,56
id,Sophie_GENG 女/北京         ,1480,756,191
id,YagY思思,110,2682,573
id,奶油小椰baby的主场,75,822,140
id,璐瑤傳,589,271,224
id,wowo在哪里 男/台湾         ,641,367,20
id,徐园浩 男/上海         ,463,438,61
id,胡椒心心 女/吉林         ,414,165,180
id,用户6392309765 男/其他         ,0,58,7
id,朽木不可雕1911,4765,893,875
id,早睡早起精神好身体好 女/河北         ,1066,94,68
id,Blue-grapes 男/北京         ,192,237,106
id,啊萱草快乐 女/浙江         ,429,290,49
id,俊朗的骑士 男/其他         ,5,11,1
id,乐哥的晶妹啊,16,138,135
id,飞机场的附近 男/北京         ,9,132,12
id,BLUEINTERNET 男/山东         ,252,96,114
id,用户6386242097 男/陕西         ,0,8,6
id,用户5347533373 男/山东         ,55,46,36
id,不要卷毛君,422,254,142
id,Sherry_259695,431,128,37
id,奔跑的浅水湖 女/湖北         ,126,44,56
id,阿妍十六岁,88,234,50
id,萌---2 女/江苏         ,7,335,66
id,咦没昨天的鱼,685,492,105
id,阳光6372148411,92,1433,173
id,深海财阀蟹老板__,1,39,2
id,--Red--zZ,5,284,191
id,木有晶晶,189,375,171
id,给妤_ 女/浙江         ,75,100,31
id,蜂蜜2015 女/湖南         ,97,173,93
id,揍鱼尾 女/江西         ,14,25,24
id,riverally 女/其他         ,72,191,27
id,yovose 男/其他         ,69,60,44
id,似谦谦君子温润如玉 男/浙江         ,1264,265,58
id,葉爲德,632,235,148
id,那个谁你有点帅啊 女/浙江         ,11,387,120
id,麋鹿没有角lock 女/福建         ,44,53,8
id,奔跑吧小米Mi,30375,4581,976
id,清晨西柚,85,561,2349
id,肉肉懒懒都不要,356,253,112
id,脆弱小神经 女/辽宁         ,1131,172,72
id,沁书欢 女/其他         ,11,87,45
id,薛特特特_,119,336,100
id,huang8_21_9 女/福建         ,218,118,50
id,MMM176215,14,39,91
id,喜_距离,93,74,15
id,林深时见小蛇,8,155,152
id,即兴表演__Suk,265,138,29
id,路过玖零 女/江苏         ,417,195,140
id,一只淡然的马 男/重庆         ,14,50,3
id,天哪每个名字都说被占用了,799,500,110
id,邓所以,7285,651,1059
id,夕林刘夕的闪窝 女/其他         ,1046,721,61
id,偏爱-me 女/天津         ,2446,740,301
id,亦玥_82 女/台湾         ,241,161,49
id,不瘦穿衣不好看 女/湖南         ,312,108,330
id,路途很遥远你要很勇敢 男/其他         ,1036,299,34
id,景天why,11228,2266,3826
id,百越蛮夷 女/海外         ,0,78,7
id,橘子你个嗷闰桔,28,539,34
id,余晨雨要长高变瘦吼吼吼,678,240,224
id,juiiiiicy 男/其他         ,94,139,180
id,苏沁0821 女/江苏         ,151,360,109
id,Babrian_ 女/安徽         ,1821,232,218
id,小柠檬今天去上幼儿园了吗 女/江西         ,563,297,107
id,梦醉好声音 女/安徽         ,15,186,25
id,tyxc613wxb0561811522 男/其他         ,1,74,19
id,123木头人魔法袋-66,1,1906,41
id,秭归子归否 女/其他         ,6482,649,143
id,海盗KevinZheng 男/上海         ,1746,556,635
id,沙丘上玫瑰味儿的小fox,4100,337,72
id,用户5844527899 男/内蒙古         ,16,168,22
id,handongxia6 女/河南         ,2,71,8
id,夏殇与惜周 男/河北         ,2,27,52
id,Little_Huanny 女/四川         ,19,59,8
id,桃枝夭夭hyb 女/山东         ,69,204,46
id,Milv41040 男/其他         ,1,63,6
id,润州邵建海,1037,4086,1188
id,吾空空kongkong 女/其他         ,287,178,49
id,神一样的一条咸鱼 男/其他         ,114,155,87
id,云卷云舒AING,384,106,83
id,dramalily 女/福建         ,5,128,16
id,逢时__ 女/北京         ,299,1117,144
id,蔷薇花女子,812,504,571
id,股市淘金1918 男/湖南         ,51,3942,497
id,Kittycala 女/浙江         ,195,62,106
id,阿娇的living-day 女/湖北         ,71,105,54
id,王子松鼠 男/其他         ,70,37,24
id,你猜呢_36022,199,218,33
id,江岸星辰 男/其他         ,13,34,49
id,一只小狮子吼,18,77,311
id,走在自己的路途中,0,92,23
id,临江仙0_0,1170,436,219
id,沙漠榴莲57701 男/其他         ,0,54,2
id,R_mj53634 女/其他         ,834,285,9
id,开个小号转转锦鲤,109,232,28
id,打伞的小猪zz 女/天津         ,1,131,25
id,做一只理智的慕斯,1321,499,58
id,j陪伴才是最长情的表白 女/北京         ,2457,516,94
id,zuo露ing 女/陕西         ,17,111,30
id,闫丽丽li,8492,4996,894
